IDBURO,X,Y
0101,-1.558532442593434,47.218845544620891
0102,-1.564665946014755,47.221610609141671
0103,-1.559450490938441,47.222557407125471
0104,-1.554790782373321,47.223674593200812
0105,-1.557719187958561,47.225511284914724
0106,-1.562517453362467,47.22605316392135
0107,-1.565486057676372,47.225966267470653
0108,-1.566221203217069,47.224125225927018
0109,-1.580321254927883,47.226814043189798
0110,-1.577277089025349,47.226703346522605
0111,-1.574506332089494,47.225492157175097
0112,-1.572490718243433,47.227409466384259
0113,-1.57091224734629,47.225253399158454
0114,-1.568316398802126,47.227917135642066
0115,-1.568134205118635,47.230604506218015
0116,-1.56437297191258,47.229927737738819
0117,-1.550826492388126,47.231749225946096
0118,-1.553292140215677,47.232595837221844
0119,-1.555352402494491,47.229248461998331
0120,-1.558825586429667,47.22881375333597
0121,-1.560933532833449,47.231909982589585
0201,-1.550127268612014,47.226143455544353
0202,-1.543071755778577,47.224439302597609
0203,-1.548275526332082,47.223496806077947
0204,-1.546665453542074,47.219960300320537
0205,-1.55103193634905,47.220479085889465
0206,-1.550344595230604,47.217078382037862
0207,-1.547545401227734,47.228936523548214
0208,-1.544092277749189,47.23047594628656
0209,-1.545263719618348,47.233712335279023
0210,-1.539860264533727,47.232855141478765
0211,-1.539942734344985,47.227036898686144
0212,-1.535719005634132,47.227128777900127
0213,-1.534241075460754,47.231439276267125
0214,-1.530353303302697,47.229169781204298
0215,-1.530318067180646,47.226683460278132
0216,-1.525326828696746,47.221888404540039
0217,-1.525585916700462,47.223835935617842
0218,-1.526989370294143,47.226028531447383
0219,-1.531911411609582,47.222291818882084
0220,-1.524091810871064,47.217176717500791
0221,-1.536772725441795,47.215294671113504
0222,-1.542711994200272,47.219610840257751
0223,-1.537946202976396,47.219969501522662
0224,-1.535382321163026,47.221674055061399
0301,-1.555082521238177,47.218237984485292
0302,-1.552483296975854,47.215687197689491
0303,-1.557487751978617,47.214732237617632
0304,-1.554740385090499,47.215586874250995
0305,-1.559772935658132,47.214555608380763
0306,-1.562129090383399,47.212144326890282
0307,-1.564925560812284,47.210291837739256
0308,-1.549846614637417,47.213614111519014
0309,-1.555829899762303,47.210329977710103
0310,-1.544204075011568,47.211760609156698
0311,-1.522668836844343,47.211898424534304
0312,-1.532324836762173,47.205144835149369
0313,-1.538820155193356,47.203836483962029
0314,-1.540252677354913,47.201496941220583
0315,-1.53911226650436,47.207939530985172
0316,-1.546703789634719,47.200402302679592
0317,-1.547127303548976,47.203969545051997
0318,-1.562290724594473,47.201168501173605
0319,-1.560013088632539,47.206416966369645
0320,-1.548639424059004,47.210843705928141
0321,-1.527157284891845,47.206835570613272
0401,-1.561950777223672,47.21538893233398
0402,-1.564511226395391,47.217044440520972
0403,-1.567393121558467,47.218423855119305
0404,-1.567081788146195,47.220510405353387
0405,-1.573032295251624,47.221616038332719
0406,-1.580271226689569,47.223557592299102
0407,-1.583250192847429,47.212391500298438
0408,-1.580948893469295,47.214518401030368
0409,-1.578397439593335,47.217614861089821
0410,-1.585008843546879,47.216624045193541
0411,-1.576026723249392,47.217431566842912
0412,-1.580813827676882,47.219732005508696
0413,-1.584207994791415,47.2199941648188
0414,-1.571413478133666,47.215449091020808
0415,-1.572472801735695,47.218514395451827
0416,-1.566125813288344,47.214857908165463
0417,-1.574952074392747,47.213060885626767
0418,-1.578609034344761,47.210207155684046
0419,-1.572034627780987,47.211690513058251
0420,-1.567568973689514,47.213070446366494
0421,-1.568801957223317,47.20909970874628
0422,-1.573027706877523,47.209306405435527
0423,-1.57495879595893,47.206986413794908
0501,-1.58114132207975,47.20601419866329
0502,-1.576714796676296,47.203877490127724
0503,-1.580132151228061,47.200663731403772
0504,-1.59219768918921,47.202302612448392
0505,-1.591257518337374,47.205751180920174
0506,-1.591758718902782,47.209346689539665
0507,-1.586261797186765,47.203954917840804
0508,-1.587053777104207,47.207645332458718
0509,-1.583702813716731,47.209783195077669
0510,-1.607520872561943,47.192450405718191
0511,-1.597099403334829,47.202992508458436
0512,-1.612765144012896,47.19852177055521
0513,-1.603554786726294,47.200235201270317
0514,-1.601541427138216,47.203834765100247
0515,-1.609810814073302,47.20458363793967
