IDBURO,X,Y
0516,-1.607945311565091,47.206588988810537
0517,-1.608608700217459,47.208286488543855
0518,-1.6068591313827,47.209248174636031
0601,-1.587716669740507,47.231391109096293
0602,-1.586551727192842,47.228882731889115
0603,-1.582895896694989,47.229856973971359
0604,-1.581739530316699,47.232709335609592
0605,-1.576177884043104,47.230182510236972
0606,-1.575912518429854,47.242276985862652
0607,-1.580645541892953,47.241933702151904
0608,-1.576595961611176,47.23841051729422
0609,-1.586145140124002,47.240387436940921
0610,-1.58278332335568,47.237250900635807
0611,-1.572648581175893,47.236085177005336
0612,-1.569749526399743,47.23340172137118
0613,-1.576537597125017,47.23359624362346
0614,-1.565729046271656,47.236320106846406
0615,-1.560553984128552,47.238404507049182
0616,-1.554183838554287,47.237928616903204
0617,-1.564640016129315,47.241021668371687
0618,-1.570131229733241,47.242198742207506
0619,-1.573525187656065,47.244331669150959
0701,-1.563906712325385,47.246107053591032
0702,-1.573553987871681,47.247391709807694
0703,-1.572425197109375,47.251329492863171
0704,-1.569522546166242,47.25438005495355
0705,-1.573135998738993,47.256752573340805
0706,-1.574452790247436,47.258829104045397
0707,-1.578373796094246,47.259400419920112
0708,-1.583213774532795,47.268952897504136
0709,-1.567020662014127,47.265470994645618
0710,-1.567716809998836,47.259203395185907
0711,-1.559951113919143,47.257697442090006
0712,-1.563868756051166,47.252860199954242
0713,-1.556431758930334,47.251517135594504
0714,-1.549200113688348,47.247589746389828
0715,-1.547005762436235,47.25433993330666
0801,-1.53931935512565,47.239867352554377
0802,-1.54378077547067,47.241010178103579
0803,-1.547076704070685,47.237837732473039
0804,-1.542463111801953,47.236292754879926
0805,-1.536547066457549,47.236756656738415
0806,-1.534604047793071,47.239490891028609
0807,-1.54066450118051,47.245934377781332
0808,-1.535127445541862,47.248738390119939
0809,-1.526625920616421,47.247770669510963
0810,-1.521391493157277,47.26251148947383
0811,-1.513330261582587,47.258290176558425
0812,-1.529065212029462,47.25837992076476
0813,-1.520880133615407,47.252698140001392
0814,-1.528859437567502,47.267968652606221
0815,-1.509729558459131,47.26840273641529
0816,-1.519912640779764,47.287159430326994
0817,-1.532487413938066,47.243737069161703
0818,-1.533980291485185,47.252495471730995
0819,-1.522804503651643,47.271276763739372
0820,-1.514655935624107,47.275662242185192
0901,-1.530204512071482,47.237810236772056
0902,-1.532323308286428,47.235048688485797
0903,-1.527026673328062,47.231671163150359
0904,-1.525767449451963,47.235021449551219
0905,-1.52717510950973,47.239258433770068
0906,-1.521073296403614,47.237513017252255
0907,-1.524451905248212,47.240658186888595
0908,-1.517989743913641,47.240117644093054
0909,-1.521377925927301,47.243057066912456
0910,-1.522825740415774,47.245297710709792
0911,-1.502522754482245,47.253168951956702
0912,-1.51176070227601,47.247919859920977
0913,-1.510875070853616,47.236987045191398
0914,-1.500731334327171,47.241762841546922
0915,-1.494238586540759,47.230922168347632
0916,-1.50882257870919,47.233322821182654
0917,-1.505849707763168,47.22894879400355
0918,-1.522262500642647,47.227383141987929
0919,-1.519997962354459,47.230041671418114
0920,-1.51491703501726,47.229948108858856
0921,-1.517965134049098,47.234333599655905
0922,-1.514181066337787,47.222322717334904
0923,-1.514783337607816,47.243368346481162
0924,-1.509565159413366,47.242586156473699
1001,-1.537816916235879,47.198234172827419
1002,-1.537176311541488,47.193922349450141
1003,-1.527462645826656,47.194761550574498
1004,-1.531014314196204,47.193514547907348
1005,-1.530420947755082,47.190123558393758
1006,-1.525226289628072,47.188749288785957
1007,-1.524595812676848,47.183459778649137
1008,-1.519347020026906,47.18684948231131
1009,-1.5328159384884,47.187145539121268
1101,-1.59947804860401,47.207369852175624
1102,-1.600576407802146,47.209732502726709
1103,-1.591053142915973,47.212207295555785
1104,-1.601848144228781,47.215109376596907
1105,-1.589115540437174,47.215007329682756
1106,-1.594739778282182,47.2152938718773
1107,-1.603563653678346,47.212166082874312
1108,-1.5983969975337,47.226649276108553
1109,-1.596173279534895,47.2225012722378
1110,-1.591017347457959,47.224357386175157
1111,-1.600577010248456,47.223952672959214
1112,-1.588642444211283,47.220266022279787
1113,-1.592361973953385,47.218438127490202
1114,-1.599519741029676,47.219631697134218
1115,-1.590230221199905,47.227830650439905
